4 , cortex , 0.00152660817387
4 , nonlinear , 0.00143440771601
4 , belief , 0.00135959812482
4 , expert , 0.00132322155458
4 , chip , 0.00129849493949
4 , principle , 0.00118238401506
4 , potential , 0.00110947777485
4 , head , 0.00106274023299
4 , sensor , 0.00100825377346
5 , filter , 0.0018512329511
5 , iii , 0.00123612392055
5 , synapses , 0.00121396464377
5 , item , 0.0010844714843
5 , scale , 0.00104411597005
5 , natural , 0.00103369543246
5 , complexity , 0.0010274988491
5 , propagation , 0.00102660168669
5 , spikes , 0.00102251512693
5 , polynomial , 0.000997839804491
6 , spike , 0.00132042926235
6 , ieee , 0.00107349463132
6 , channel , 0.0010655363308
6 , sutton , 0.00105203619754
6 , samples , 0.00100726905733
6 , transistor , 0.00099328557502
6 , ensemble , 0.000964640741883
6 , character , 0.000954657643293
6 , binary , 0.00095169243476
6 , robot , 0.000943468163964
7 , rbf , 0.00169302734843
7 , stimulus , 0.00150845365194
7 , potential , 0.00148213964666
7 , hand , 0.00126874532891
7 , center , 0.00125545597764
7 , belief , 0.001215324363
7 , product , 0.00116405222693
7 , nonlinear , 0.00114438666769
7 , range , 0.00109798833647
7 , feedback , 0.00104610906026
8 , light , 0.00141960509914
8 , basis , 0.001389816745
8 , reward , 0.00129239328367
8 , mechanism , 0.00105381091937
8 , strategy , 0.0010192393676
8 , selection , 0.00100192469584
8 , functional , 0.000917958806473
8 , gain , 0.000913178527154
8 , stimulus , 0.000867564991224
8 , nonlinear , 0.000815645141986
9 , sound , 0.00138899208544
9 , rbf , 0.00137052814749
9 , membrane , 0.00133749915207
9 , trial , 0.00129052804534
9 , cost , 0.00118877377405
9 , attention , 0.00115219254134
9 , auditory , 0.00109538293622
9 , optimization , 0.0010771644418
9 , reconstruction , 0.00106855334623
9 , part , 0.00105343779244
